,ID,judge,court,year,concourt.decisions,concourt.delays,assigned.agenda.dominant,C.assigned.agenda,Cb.assigned.agenda,P.assigned.agenda,Trest.assigned.agenda,decided.agenda.dominant,workdays,incoming.10.days,E1,E1.mean,E2,E2.mean,E3,E3.mean,E4,E4.mean,E5,E5.mean,E.score.total.new,affirmed,sum.appeals,Q1,Q1.mean,Q2,Q2.mean,Q3,Q3.mean,dominant.agenda,Q.score.total.new,score.total.new,rank
451,656,JUDr. Miroslav Krištofík,Okresný súd Galanta,2015,0,0,P,0,0,1809,0,P,969,93,90.1,97.1,292,377,103,150,35.3,42.6,291,339,13,54,146,37.0,67.3,8.6,7.6,5.4,2.5,P,0,13,668.-676.
452,1057,JUDr. Miroslav Račko,Okresný súd Lučenec,2015,0,0,0,705,750,0,64,0,1100,43,128.8,97.1,164,377,63,150,38.4,42.6,98,339,22,156,208,75.0,66.3,13.0,8.8,3.2,2.9,0,10.5,32.5,18.-21.
453,1058,JUDr. Miroslav Radačovský,Okresný súd Poprad,2015,1,0,C,1836,23,0,0,C,1092,18,88.2,97.1,603,377,225,150,37.3,42.6,448,339,10,88,152,57.9,67.1,8.8,9.3,3.7,3.0,C,4.5,14.5,639.-649.
454,1085,JUDr. Miroslav Rudinský,Okresný súd Malacky,2015,1,0,C,3827,0,0,67,C,1030,40,23.9,97.1,2441,377,846,150,34.7,42.6,2131,339,3,71,147,48.3,67.1,8.1,9.3,4.2,3.0,C,1.5,4.5,736.-737.
455,1095,JUDr. Miroslav Rybčák,Okresný súd Bardejov,2015,0,0,Trest,0,0,0,1463,Trest,1010,72,85.8,97.1,189,377,85,150,45.0,42.6,255,339,12.5,41,97,42.3,63.8,6.5,8.1,3.7,3.0,Trest,0,12.5,677.-688.
456,1187,JUDr. Miroslav Studenčan,Okresný súd Galanta,2015,0,0,Trest,0,0,0,2302,Trest,1051,110,103.7,97.1,145,377,56,150,38.6,42.6,105,339,18,84,121,69.4,63.8,4.9,8.1,1.5,3.0,Trest,9,27,134.-152.
457,1318,JUDr. Miroslav Toma,Okresný súd Žiar nad Hronom,2015,1,0,Trest,0,0,0,2081,Trest,1098,95,95.2,97.1,179,377,83,150,46.4,42.6,165,339,15,51,90,56.7,63.8,4.4,8.1,1.9,3.0,Trest,4.5,19.5,467.-491.
458,698,JUDr. Miroslava Kvetková,Okresný súd Revúca,2015,0,0,C,1129,58,329,0,C,588,39,81.3,97.1,449,377,102,150,22.7,42.6,289,339,13,80,87,92.0,67.1,7.4,9.3,0.6,3.0,C,15,28,107.-118.
459,763,JUDr. Miroslava Maláriková,Okresný súd Trnava,2015,3,1,C,1844,18,445,0,C,1027,40,76.5,97.1,619,377,166,150,26.8,42.6,389,339,10,166,227,73.1,67.1,10.5,9.3,2.8,3.0,C,9,19,492.-506.
460,1267,JUDr. Miroslava Štannerová,Mestský súd Bratislava V,2015,0,0,P,0,0,2090,0,P,1086,96,103.5,97.1,247,377,127,150,51.4,42.6,279,339,14,112,139,80.6,67.3,6.8,7.6,1.3,2.5,P,12,26,168.-193.
461,71,JUDr. Monika Bellová,Okresný súd Senica,2015,0,0,C,1444,84,460,0,C,1085,38,114.1,97.1,296,377,76,150,25.7,42.6,140,339,21,49,130,37.7,67.1,6.1,9.3,3.8,3.0,C,0,21,390.-416.
462,333,JUDr. Monika Géciová,Okresný súd Košice II,2015,1,0,C,1783,0,0,0,C,1017,18,69.8,97.1,754,377,174,150,23.1,42.6,487,339,7,80,139,57.6,67.1,9.4,9.3,4.0,3.0,C,4.5,11.5,692.-698.
463,486,JUDr. Monika Jakubová,Okresný súd Dunajská Streda,2015,0,0,C,1500,0,212,0,C,529,40,102.8,97.1,739,377,289,150,39.1,42.6,384,339,13,61,77,79.2,67.1,5.5,9.3,1.1,3.0,C,12,25,214.-237.
464,521,JUDr. Monika Jusková,Okresný súd Prešov,2015,0,0,C,1696,0,0,0,C,906,19,118.7,97.1,458,377,162,150,35.4,42.6,849,339,11,72,106,67.9,67.1,6.7,9.3,2.1,3.0,C,7.5,18.5,507.-524.
465,612,JUDr. Monika Koščová,Okresný súd Trebišov,2015,0,0,C,1861,164,0,0,C,1056,25,89.5,97.1,487,377,156,150,32.0,42.6,231,339,14.5,36,58,62.1,67.1,3.1,9.3,1.2,3.0,C,6,20.5,417.-443.
466,670,JUDr. Monika Kublová,Okresný súd Nitra,2015,1,0,Cb,1,632,0,0,Cb,1082,29,111.2,97.1,177,377,56,150,31.6,42.6,232,339,17.5,17,40,42.5,64.9,6.3,8.8,3.6,3.0,Cb,0,17.5,542.-556.
467,731,JUDr. Monika Liptáková,Okresný súd Žilina,2015,0,0,Trest,0,0,0,1637,Trest,1036,79,113.2,97.1,66,377,26,150,39.4,42.6,80,339,21,68,88,77.3,63.8,5.0,8.1,1.1,3.0,Trest,10.5,31.5,31.-40.
468,1126,JUDr. Monika Sitáriková,Okresný súd Bánovce nad Bebravou,2015,0,0,C,846,0,457,116,C,837,44,116.9,97.1,204,377,58,150,28.4,42.6,151,339,19.5,83,97,85.6,67.1,7.1,9.3,1.0,3.0,C,13.5,33,15.-17.
469,3337,JUDr. Monika Šabľová,Okresný súd Poprad,2015,0,0,Cb,381,859,0,0,Cb,576,66,34.2,97.1,410,377,220,150,53.7,42.6,594,339,1.5,20,39,51.3,64.9,5.0,8.8,2.4,3.0,Cb,3,4.5,736.-737.
470,1245,JUDr. Monika Školníková,Mestský súd Bratislava II ,2015,0,0,Cb,0,1435,0,0,Cb,1070,67,112.7,97.1,304,377,156,150,51.3,42.6,260,339,15,74,108,68.5,64.9,6.9,8.8,2.2,3.0,Cb,7.5,22.5,324.-344.
471,1432,JUDr. Myrtill Vojteková,Okresný súd Galanta,2015,2,0,P,1,0,1805,0,P,959,94,92.5,97.1,253,377,79,150,31.2,42.6,250,339,14.5,85,139,61.2,67.3,7.9,7.6,3.1,2.5,P,6,20.5,417.-443.
472,974,JUDr. Naďa Pethöová,Okresný súd Galanta,2015,0,0,C,2634,340,0,0,C,925,47,109.5,97.1,892,377,420,150,47.1,42.6,325,339,14,69,130,53.1,67.1,4.8,9.3,2.3,3.0,C,3,17,557.-575.
473,1320,JUDr. Nadežda Tomanicová,Mestský súd Bratislava IV,2015,0,0,P,0,0,1613,0,P,978,82,92.7,97.1,240,377,81,150,33.8,42.6,275,339,13,128,226,56.6,67.3,14.5,7.6,6.3,2.5,P,4.5,17.5,542.-556.
474,586,JUDr. Natália Kolláriková,Mestský súd Bratislava V,2015,2,2,C,2128,173,108,0,C,936,41,114.6,97.1,480,377,144,150,30.0,42.6,305,339,17.5,27,39,69.2,67.1,1.9,9.3,0.6,3.0,C,9,26.5,153.-167.
475,1356,JUDr. Noema Turanovičová,Okresný súd Prievidza,2015,0,0,Trest,3,0,0,1613,Trest,1060,76,101.4,97.1,129,377,59,150,45.7,42.6,161,339,16,148,204,72.5,63.8,12.5,8.1,3.4,3.0,Trest,9,25,214.-237.
476,1465,JUDr. Nora Zátopková,Okresný súd Martin,2015,3,0,C,1879,0,27,0,C,1048,19,108.4,97.1,346,377,88,150,25.4,42.6,209,339,18,238,334,71.3,67.1,17.4,9.3,5.0,3.0,C,9,27,134.-152.
477,101,JUDr. Oľga Bitalová,Okresný súd Stará Ľubovňa,2015,0,0,0,472,572,0,172,Cb,813,42,84.4,97.1,313,377,56,150,17.9,42.6,203,339,14.5,77,112,68.8,64.9,9.6,8.8,3.0,3.0,Cb,7.5,22,345.-366.
478,166,JUDr. Oľga Csémyová,Okresný súd Dunajská Streda,2015,1,0,C,2218,0,534,45,C,888,58,98.4,97.1,774,377,345,150,44.6,42.6,420,339,11.5,89,150,59.3,67.1,6.5,9.3,2.6,3.0,C,6,17.5,542.-556.
479,2419,JUDr. Oľga Kováčová,Okresný súd Komárno,2015,2,2,C,1951,1,1,0,C,463,42,105.2,97.1,823,377,332,150,40.3,42.6,364,339,13.5,13,33,39.4,67.1,2.2,9.3,1.3,3.0,C,0,13.5,663.-667.
480,825,JUDr. Oľga Mičietová,Okresný súd Košice II,2015,3,2,C,1824,0,0,0,C,1073,17,94.3,97.1,544,377,148,150,27.2,42.6,261,339,14.5,78,132,59.1,67.1,7.2,9.3,3.0,3.0,C,6,20.5,417.-443.
481,911,JUDr. Oľga Nižňanská,Mestský súd Bratislava II ,2015,3,1,C,1711,0,0,0,C,1052,16,109.7,97.1,370,377,139,150,37.6,42.6,265,339,16,88,118,74.6,67.1,6.9,9.3,1.8,3.0,C,10.5,26.5,153.-167.
482,1306,JUDr. Oľga Tatranská,Okresný súd Košice okolie,2015,0,0,C,2710,386,0,0,C,1023,45,97.1,97.1,1241,377,472,150,38.0,42.6,441,339,11,159,297,53.5,67.1,11.5,9.3,5.3,3.0,C,4.5,15.5,601.-622.
483,548,JUDr. Ondrej Kekeňák,Okresný súd Brezno,2015,2,2,C,2075,0,60,0,C,1030,23,113.7,97.1,249,377,29,150,11.6,42.6,166,339,21,81,119,68.1,67.1,6.2,9.3,2.0,3.0,C,7.5,28.5,91.-106.
484,68,JUDr. Otília Belavá,Mestský súd Bratislava I,2015,7,0,C,1306,0,0,0,C,1066,12,111.1,97.1,551,377,315,150,57.2,42.6,557,339,9.5,103,147,70.1,67.1,11.4,9.3,3.4,3.0,C,9,18.5,507.-524.
485,218,JUDr. Otília Doláková,Mestský súd Bratislava I,2015,6,3,C,1273,0,50,0,C,975,16,92.4,97.1,538,377,321,150,59.7,42.6,650,339,5,86,143,60.1,67.1,11.5,9.3,4.6,3.0,C,6,11,699.-705.
486,863,JUDr. Patrícia Miskolczyová,Mestský Súd Košice,2015,0,0,C,2051,0,0,0,C,993,21,108.4,97.1,382,377,147,150,38.5,42.6,245,339,17,64,110,58.2,67.1,5.4,9.3,2.3,3.0,C,4.5,21.5,367.-389.
487,1276,JUDr. Patrik Števík,Mestský súd Bratislava II ,2015,1,0,Cb,1,1627,0,0,Cb,1079,75,84.4,97.1,484,377,180,150,37.2,42.6,367,339,11,59,111,53.2,64.9,7.0,8.8,3.3,3.0,Cb,3,14,650.-662.
488,949,JUDr. Paulína Pacherová,Mestský súd Bratislava II ,2015,0,0,Cb,0,768,0,0,Cb,976,39,113.4,97.1,235,377,104,150,44.3,42.6,461,339,13.5,55,84,65.5,64.9,9.3,8.8,3.2,3.0,Cb,7.5,21,390.-416.
489,1081,JUDr. Pavel Rohárik,Okresný súd Banská Bystrica,2015,1,0,C,1638,0,196,0,C,997,26,102.4,97.1,369,377,151,150,40.9,42.6,281,339,14.5,112,173,64.7,67.1,10.2,9.3,3.6,3.0,C,7.5,22,345.-366.
490,1395,JUDr. Pavel Varga,Mestský Súd Košice,2015,0,0,Cb,0,968,0,0,Cb,1066,45,114.7,97.1,275,377,78,150,28.4,42.6,329,339,16.5,58,107,54.2,64.9,9.9,8.8,4.6,3.0,Cb,4.5,21,390.-416.
491,636,JUDr. Pavlína Krajčírová,Okresný súd Piešťany,2015,0,0,Trest,0,0,0,1718,Trest,1012,85,77.0,97.1,122,377,42,150,34.4,42.6,246,339,12,156,228,68.4,63.8,13.2,8.1,4.2,3.0,Trest,7.5,19.5,467.-491.
492,93,JUDr. Pavol Bielik,Okresný súd Prievidza,2015,0,0,Trest,1,0,0,1516,Trest,1035,73,108.7,97.1,171,377,97,150,56.7,42.6,209,339,15.5,145,240,60.4,63.8,15.0,8.1,5.9,3.0,Trest,6,21.5,367.-389.
493,1084,JUDr. Pavol Roth,Okresný súd Poprad,2015,0,0,Trest,0,0,0,1673,Trest,1106,76,103.3,97.1,85,377,53,150,62.4,42.6,100,339,16,64,107,59.8,63.8,6.2,8.1,2.5,3.0,Trest,6,22,345.-366.
494,1321,JUDr. Pavol Tomáš,Okresný súd Banská Bystrica,2015,1,0,C,1546,0,0,0,C,951,16,114.2,97.1,319,377,138,150,43.3,42.6,219,339,17.5,67,127,52.8,67.1,8.1,9.3,3.8,3.0,C,3,20.5,417.-443.
495,44,JUDr. Peter Banský,Okresný súd Zvolen,2015,0,0,C,1583,183,178,0,C,1040,33,98.4,97.1,640,377,267,150,41.7,42.6,426,339,10.5,58,99,58.6,67.1,5.4,9.3,2.3,3.0,C,6,16.5,576.-590.
496,62,JUDr. Peter Bebej,Okresný súd Dolný Kubín,2015,1,1,C,664,0,96,84,C,857,16,105.7,97.1,105,377,20,150,19.0,42.6,128,339,19.5,120,142,84.5,67.1,16.5,9.3,2.6,3.0,C,13.5,33,15.-17.
497,165,JUDr. Peter Csank,Okresný súd Rimavská Sobota,2015,0,0,C,1860,55,629,146,C,1054,65,102.0,97.1,382,377,3,150,0.8,42.6,144,339,20,321,354,90.7,67.1,13.4,9.3,1.3,3.0,C,15,35,3.-5.
498,397,JUDr. Peter Heinrich,Okresný súd Nitra,2015,0,0,C,1973,1,0,0,C,1042,19,99.0,97.1,383,377,83,150,21.7,42.6,199,339,17,263,335,78.5,67.1,16.9,9.3,3.6,3.0,C,10.5,27.5,119.-133.
499,2447,JUDr. Peter Koman,Okresný súd Poprad,2015,0,0,C,1435,374,0,0,C,1089,30,87.6,97.1,470,377,197,150,41.9,42.6,352,339,11.5,133,318,41.8,67.1,17.6,9.3,10.2,3.0,C,0,11.5,692.-698.
500,688,JUDr. Peter Kuruc,Okresný súd Poprad,2015,0,0,C,1071,0,210,0,C,1090,19,79.5,97.1,264,377,84,150,31.8,42.6,361,339,10.5,133,205,64.9,67.1,16.1,9.3,5.6,3.0,C,7.5,18,525.-541.
501,743,JUDr. Peter Lukáč,Okresný súd Žiar nad Hronom,2015,0,0,0,462,115,203,449,0,976,44,87.5,97.1,239,377,99,150,41.4,42.6,284,339,11.5,76,112,67.9,66.3,9.3,8.8,3.0,2.9,0,7.5,19,492.-506.
502,815,JUDr. Peter Mén,Okresný súd Košice okolie,2015,0,0,Trest,0,0,0,1833,Trest,1093,84,102.8,97.1,129,377,48,150,37.2,42.6,118,339,18,120,150,80.0,63.8,7.2,8.1,1.4,3.0,Trest,12,30,54.-63.
503,986,JUDr. Peter Philadelphy,Okresný súd Banská Bystrica,2015,0,0,Trest,0,0,0,1349,Trest,1046,64,106.6,97.1,53,377,13,150,24.5,42.6,67,339,20,56,95,58.9,63.8,6.7,8.1,2.8,3.0,Trest,6,26,168.-193.
504,1051,JUDr. Peter Pulman,Okresný súd Banská Bystrica,2015,0,0,Trest,0,0,0,1019,Trest,1007,51,104.8,97.1,44,377,8,150,18.2,42.6,61,339,20.5,94,138,68.1,63.8,13.5,8.1,4.3,3.0,Trest,7.5,28,107.-118.
505,1062,JUDr. Peter Rajňák,Okresný súd Pezinok,2015,0,0,P,505,0,1623,0,P,1090,79,52.5,97.1,457,377,205,150,44.9,42.6,513,339,4.5,80,131,61.1,67.3,6.9,7.6,2.7,2.5,P,6,10.5,706.-707.
506,1292,JUDr. Peter Šuťák,Okresný súd Prešov,2015,1,0,Trest,0,0,0,1769,Trest,1075,82,99.7,97.1,133,377,68,150,51.1,42.6,137,339,16,106,171,62.0,63.8,9.7,8.1,3.7,3.0,Trest,6,22,345.-366.
507,1457,JUDr. Peter Zachar,Okresný súd Rimavská Sobota,2015,0,0,Trest,80,145,24,775,Trest,1116,43,98.1,97.1,62,377,8,150,12.9,42.6,72,339,20,38,51,74.5,63.8,5.0,8.1,1.3,3.0,Trest,10.5,30.5,48.-53.
508,1040,JUDr. Petra Priečinská,Mestský súd Bratislava II ,2015,8,6,C,1659,0,0,0,C,547,30,113.5,97.1,271,377,93,150,34.3,42.6,187,339,19,54,72,75.0,67.1,8.8,9.3,2.2,3.0,C,10.5,29.5,64.-73.
509,889,JUDr. PhD. Lenka Müllerová,Okresný súd Žilina,2015,1,1,Cb,0,1780,0,0,Cb,1036,86,120.4,97.1,424,377,155,150,36.6,42.6,234,339,19,122,150,81.3,64.9,8.3,8.8,1.5,3.0,Cb,12,31,41.-47.
510,32,JUDr. Radoslav Baláž,Okresný súd Spišská Nová Ves,2015,0,0,P,612,0,1791,0,P,1107,86,90.5,97.1,458,377,173,150,37.8,42.6,250,339,14,69,102,67.6,67.3,4.4,7.6,1.4,2.5,P,7.5,21.5,367.-389.
511,1087,JUDr. Radoslav Rusnák,Okresný súd Spišská Nová Ves,2015,0,0,Trest,0,0,0,2027,Trest,1050,97,102.8,97.1,92,377,44,150,47.8,42.6,83,339,18,77,103,74.8,63.8,5.1,8.1,1.3,3.0,Trest,10.5,28.5,91.-106.
512,1197,"JUDr. Radoslav Svitana, PhD.",Okresný súd Bánovce nad Bebravou,2015,0,0,C,1271,350,0,164,C,824,40,120.4,97.1,397,377,147,150,37.0,42.6,220,339,19,260,319,81.5,67.1,20.1,9.3,3.7,3.0,C,12,31,41.-47.
513,356,JUDr. Radovan Groman,Mestský súd Bratislava I,2015,4,4,Cb,0,962,0,0,Cb,1095,44,80.8,97.1,449,377,254,150,56.6,42.6,976,339,3.5,60,109,55.0,64.9,9.1,8.8,4.1,3.0,Cb,4.5,8,724.-727.
514,210,JUDr. Rastislav Dlugoš,Okresný súd Nové Mesto nad Váhom,2015,0,0,Trest,1,0,0,1561,Trest,1025,76,98.1,97.1,205,377,115,150,56.1,42.6,238,339,13.5,75,115,65.2,63.8,6.8,8.1,2.4,3.0,Trest,7.5,21,390.-416.
515,487,JUDr. Rastislav Jakubovič,Okresný súd Galanta,2015,1,0,C,2572,532,0,0,C,1013,52,91.0,97.1,955,377,324,150,33.9,42.6,419,339,11,97,211,46.0,67.1,7.6,9.3,4.1,3.0,C,1.5,12.5,677.-688.
516,652,JUDr. Rastislav Kresl,Okresný súd Trnava,2015,0,0,Trest,25,706,0,1003,Trest,976,88,66.0,97.1,356,377,183,150,51.4,42.6,254,339,9,57,78,73.1,63.8,6.3,8.1,1.7,3.0,Trest,9,18,525.-541.
517,970,JUDr. Rastislav Pella,Okresný súd Košice II,2015,0,0,C,994,376,0,0,C,1048,27,112.5,97.1,402,377,197,150,49.0,42.6,348,339,14,72,127,56.7,67.1,9.0,9.3,3.9,3.0,C,4.5,18.5,507.-524.
518,1001,JUDr. Rastislav Plutinský,Okresný súd Dolný Kubín,2015,0,0,C,898,0,109,134,C,1076,20,123.4,97.1,97,377,34,150,35.1,42.6,134,339,21,101,153,66.0,67.1,12.9,9.3,4.4,3.0,C,7.5,28.5,91.-106.
519,1122,JUDr. Rastislav Sikorjak,Okresný súd Prešov,2015,0,0,C,2037,129,270,88,C,976,51,100.3,97.1,503,377,196,150,39.0,42.6,314,339,14,94,118,79.7,67.1,6.5,9.3,1.3,3.0,C,12,26,168.-193.
520,1177,JUDr. Rastislav Stieranka,Okresný súd Dolný Kubín,2015,1,1,Trest,96,236,0,649,Trest,1076,42,108.1,97.1,114,377,29,150,25.4,42.6,142,339,20,86,142,60.6,63.8,13.5,8.1,5.3,3.0,Trest,6,26,168.-193.
521,1396,JUDr. Rastislav Varga,Okresný súd Prešov,2015,0,0,Trest,0,0,0,1657,Trest,1100,75,107.4,97.1,57,377,22,150,38.6,42.6,59,339,20,122,177,68.9,63.8,9.9,8.1,3.1,3.0,Trest,9,29,74.-90.
522,16,JUDr. Renáta Audová,Okresný súd Senica,2015,2,0,C,1445,81,459,140,C,1053,46,110.4,97.1,313,377,84,150,26.8,42.6,145,339,20,72,154,46.8,67.1,7.0,9.3,3.8,3.0,C,1.5,21.5,367.-389.
523,573,JUDr. Renáta Kňazúrová,Okresný súd Dolný Kubín,2015,1,1,0,19,183,436,340,0,1000,48,93.5,97.1,114,377,29,150,25.4,42.6,182,339,16,71,103,68.9,66.3,10.4,8.8,3.2,2.9,0,9,25,214.-237.
524,834,JUDr. Renáta Mihalíková,Okresný súd Piešťany,2015,5,5,C,1688,5,353,29,C,979,37,219.5,97.1,387,377,310,150,80.1,42.6,381,339,14,89,149,59.7,67.1,7.4,9.3,3.0,3.0,C,6,20,444.-466.
525,902,JUDr. Renáta Nemčeková PhD.,Mestský súd Bratislava V,2015,0,0,C,2450,0,0,0,C,1043,23,118.7,97.1,612,377,117,150,19.1,42.6,259,339,18.5,95,135,70.4,67.1,5.3,9.3,1.6,3.0,C,9,27.5,119.-133.
526,1201,JUDr. Renáta Sýkorová,Okresný súd Žilina,2015,4,4,P,0,0,2226,0,P,1052,106,69.0,97.1,279,377,86,150,30.8,42.6,281,339,10.5,134,176,76.1,67.3,8.4,7.6,2.0,2.5,P,10.5,21,390.-416.
527,1286,JUDr. Renáta Šulajová,Okresný súd Lučenec,2015,0,0,C,1225,0,503,0,C,1111,34,108.0,97.1,128,377,21,150,16.4,42.6,78,339,21.5,125,149,83.9,67.1,8.6,9.3,1.4,3.0,C,12,33.5,13.-14.
528,1331,JUDr. Renáta Topolčanská,Okresný súd Trenčín,2015,0,0,P,0,0,1940,0,P,1052,92,94.0,97.1,257,377,147,150,57.2,42.6,396,339,10.5,78,107,72.9,67.3,5.6,7.6,1.5,2.5,P,9,19.5,467.-491.
529,2423,JUDr. René Milták,Mestský súd Bratislava I,2015,1,1,C,1089,0,0,0,C,461,24,83.2,97.1,478,377,329,150,68.8,42.6,690,339,3.5,37,80,46.3,67.1,10.9,9.3,5.9,3.0,C,1.5,5,735.
530,1273,JUDr. René Štepánik,Mestský súd Bratislava V,2015,0,0,Trest,0,0,0,824,Trest,717,46,66.0,97.1,83,377,27,150,32.5,42.6,326,339,8.5,35,55,63.6,63.8,6.7,8.1,2.4,3.0,Trest,6,14.5,639.-649.
531,143,JUDr. Richard Bureš,Okresný súd Kežmarok,2015,0,0,Trest,2,0,0,871,Trest,688,51,59.2,97.1,81,377,45,150,55.6,42.6,271,339,7.5,10,21,47.6,63.8,2.6,8.1,1.4,3.0,Trest,1.5,9,716.-721.
532,501,JUDr. Róbert Jankovský,Okresný súd Považská Bystrica,2015,0,0,C,1412,0,544,192,C,1094,47,109.7,97.1,238,377,77,150,32.4,42.6,130,339,19.5,193,312,61.9,67.1,13.7,9.3,5.2,3.0,C,6,25.5,194.-213.
533,798,JUDr. Róbert Matulák,Okresný súd Prievidza,2015,0,0,C,1311,237,496,0,C,1063,47,107.8,97.1,312,377,119,150,38.1,42.6,201,339,17,108,145,74.5,67.1,7.3,9.3,1.9,3.0,C,10.5,27.5,119.-133.
534,1262,JUDr. Robert Šorl PhD.,Okresný súd Prievidza,2015,0,0,C,875,70,342,270,C,1064,40,88.8,97.1,142,377,96,150,67.6,42.6,155,339,12.5,101,136,74.3,67.1,8.7,9.3,2.2,3.0,C,10.5,23,304.-323.
535,1455,JUDr. Róbert Záhorák,Okresný súd Nové Zámky,2015,3,0,C,2345,0,0,0,C,1089,22,72.5,97.1,828,377,316,150,38.2,42.6,523,339,6,70,166,42.2,67.1,8.7,9.3,5.0,3.0,C,0,6,732.-733.
536,1485,JUDr. Róbert Zsiga,Mestský Súd Košice,2015,0,0,Cb,0,690,0,0,Cb,1036,33,114.7,97.1,155,377,58,150,37.4,42.6,258,339,17,74,105,70.5,64.9,13.1,8.8,3.9,3.0,Cb,9,26,168.-193.
537,550,JUDr. Roland Kemény,Mestský súd Bratislava I,2015,4,1,Trest,0,0,0,1046,Trest,1052,50,117.6,97.1,122,377,96,150,78.7,42.6,208,339,15,57,105,54.3,63.8,8.4,8.1,3.8,3.0,Trest,4.5,19.5,467.-491.
538,74,JUDr. Roman Benedikovič,Mestský súd Bratislava V,2015,0,0,Trest,0,0,0,1685,Trest,1140,74,76.4,97.1,144,377,71,150,49.3,42.6,216,339,11,91,167,54.5,63.8,10.3,8.1,4.7,3.0,Trest,4.5,15.5,601.-622.
539,266,JUDr. Roman Farkaš,Mestský súd Bratislava II ,2015,0,0,Trest,0,0,0,2648,Trest,1075,123,108.7,97.1,251,377,93,150,37.1,42.6,111,339,19,99,221,44.8,63.8,7.4,8.1,4.1,3.0,Trest,1.5,20.5,417.-443.
540,287,JUDr. Roman Fitt,Mestský súd Bratislava III,2015,0,0,Trest,0,0,0,1422,Trest,1170,61,101.2,97.1,195,377,111,150,56.9,42.6,204,339,14.5,67,118,56.8,63.8,8.0,8.1,3.5,3.0,Trest,4.5,19,492.-506.
541,762,JUDr. Roman Majerský,Okresný súd Pezinok,2015,6,0,C,1607,189,0,110,C,1128,28,71.5,97.1,511,377,320,150,62.6,42.6,462,339,5,138,202,68.3,67.1,10.9,9.3,3.5,3.0,C,7.5,12.5,677.-688.
542,1068,JUDr. Roman Reištetter,Okresný súd Banská Bystrica,2015,0,0,Trest,485,0,0,1107,Trest,997,60,91.2,97.1,212,377,7,150,3.3,42.6,155,339,17,75,100,75.0,63.8,6.6,8.1,1.7,3.0,Trest,10.5,27.5,119.-133.
543,1413,JUDr. Sandra Veľká,Mestský Súd Košice,2015,6,0,C,1927,0,0,0,C,997,19,104.3,97.1,481,377,222,150,46.2,42.6,332,339,13,62,104,59.6,67.1,5.2,9.3,2.1,3.0,C,6,19,492.-506.
544,317,JUDr. Silvia Gandelová,Mestský súd Bratislava III,2015,4,0,C,1778,0,0,0,C,970,18,102.7,97.1,604,377,209,150,34.6,42.6,293,339,15,101,134,75.4,67.1,8.1,9.3,2.0,3.0,C,10.5,25.5,194.-213.
545,860,JUDr. Silvia Minková,Okresný súd Zvolen,2015,0,0,C,1261,151,165,0,C,831,30,102.1,97.1,627,377,280,150,44.7,42.6,400,339,12.5,36,71,50.7,67.1,4.9,9.3,2.4,3.0,C,3,15.5,601.-622.
546,1299,JUDr. Silvia Šviderská,Okresný súd Vranov nad Topľou,2015,0,0,P,855,416,1577,0,P,1074,101,108.5,97.1,378,377,161,150,42.6,42.6,235,339,16.5,125,169,74.0,67.3,6.3,7.6,1.6,2.5,P,10.5,27,134.-152.
547,1447,JUDr. Silvia Walterová,Mestský súd Bratislava IV,2015,0,0,C,2232,0,1,0,C,1066,21,95.5,97.1,436,377,99,150,22.7,42.6,259,339,15,74,125,59.2,67.1,5.5,9.3,2.2,3.0,C,6,21,390.-416.
548,116,"JUDr. Silvio Boleček, PhD.",Okresný súd Brezno,2015,0,0,0,416,0,148,518,Trest,1086,34,38.5,97.1,140,377,17,150,12.1,42.6,310,339,11,42,54,77.8,63.8,7.6,8.1,1.7,3.0,Trest,10.5,21.5,367.-389.
549,982,JUDr. Slávka Petrovičová,Okresný súd Košice II,2015,0,0,C,1839,0,0,0,C,1052,17,80.9,97.1,703,377,208,150,29.6,42.6,392,339,9.5,97,147,66.0,67.1,8.9,9.3,3.0,3.0,C,7.5,17,557.-575.
550,161,JUDr. Slavomír Cimerman,Okresný súd Veľký Krtíš,2015,0,0,0,181,197,648,579,0,999,73,133.9,97.1,102,377,59,150,57.8,42.6,147,339,19.5,123,199,61.8,66.3,12.7,8.8,4.8,2.9,0,6,25.5,194.-213.
551,384,JUDr. Slavomír Harmóci,Okresný súd Michalovce,2015,0,0,Trest,0,0,0,2134,Trest,1116,96,104.3,97.1,56,377,4,150,7.1,42.6,47,339,21,37,56,66.1,63.8,2.5,8.1,0.8,3.0,Trest,7.5,28.5,91.-106.
552,474,JUDr. Slavomír Ivanecký,Okresný súd Bardejov,2015,1,1,C,1273,339,684,126,C,1074,65,75.1,97.1,465,377,256,150,55.1,42.6,273,339,9.5,131,198,66.2,67.1,8.4,9.3,2.8,3.0,C,7.5,17,557.-575.
553,830,JUDr. Soňa Mihaľáková,Okresný súd Košice II,2015,0,0,Trest,0,0,0,1594,Trest,1080,74,114.7,97.1,127,377,51,150,40.2,42.6,135,339,19.5,86,151,57.0,63.8,8.5,8.1,3.7,3.0,Trest,4.5,24,262.-285.
554,1374,JUDr. Soňa Vacková,Okresný súd Nitra,2015,0,0,C,780,287,0,0,C,995,22,93.2,97.1,550,377,95,150,17.3,42.6,456,339,11.5,139,156,89.1,67.1,14.4,9.3,1.6,3.0,C,13.5,25,214.-237.
