,ID,judge,court,year,concourt.decisions,concourt.delays,assigned.agenda.dominant,C.assigned.agenda,Cb.assigned.agenda,P.assigned.agenda,Trest.assigned.agenda,decided.agenda.dominant,workdays,incoming.10.days,E1,E1.mean,E2,E2.mean,E3,E3.mean,E4,E4.mean,E5,E5.mean,E.score.total.new,affirmed,sum.appeals,Q1,Q1.mean,Q2,Q2.mean,Q3,Q3.mean,dominant.agenda,Q.score.total.new,score.total.new,rank
555,253,JUDr. Stanislav Dutko,Mestský súd Bratislava I,2015,0,0,Trest,0,0,0,1119,Trest,928,60,111.4,97.1,110,377,63,150,57.3,42.6,187,339,16.5,83,144,57.6,63.8,11.6,8.1,4.9,3.0,Trest,4.5,21,390.-416.
556,315,JUDr. Stanislav Galovič,Okresný súd Lučenec,2015,0,0,Trest,66,0,0,2121,Trest,1088,98,99.3,97.1,93,377,0,150,0.0,42.6,81,339,20,156,210,74.3,63.8,9.5,8.1,2.4,3.0,Trest,10.5,30.5,48.-53.
557,1154,"JUDr. Stanislav Sojka, PhD.",Okresný súd Michalovce,2015,0,0,Trest,0,0,12,2031,Trest,1012,101,101.8,97.1,70,377,9,150,12.9,42.6,75,339,21,30,50,60.0,63.8,2.2,8.1,0.9,3.0,Trest,6,27,134.-152.
558,1433,JUDr. Stanislav Vojtko,Okresný súd Michalovce,2015,0,0,C,1600,0,0,29,C,1110,16,102.2,97.1,426,377,139,150,32.6,42.6,259,339,15.5,178,241,73.9,67.1,15.1,9.3,4.0,3.0,C,9,24.5,238.-261.
559,1112,JUDr. Stanislava Semanová,Okresný súd Spišská Nová Ves,2015,0,0,C,1945,0,164,0,C,1050,26,96.8,97.1,455,377,224,150,49.2,42.6,293,339,13,110,217,50.7,67.1,10.9,9.3,5.4,3.0,C,3,16,591.-600.
560,1202,JUDr. Sylvia Szabadošová,Okresný súd Prešov,2015,0,0,P,0,0,2300,0,P,1050,110,76.1,97.1,347,377,100,150,28.8,42.6,304,339,11.5,114,139,82.0,67.3,6.4,7.6,1.2,2.5,P,12,23.5,286.-303.
561,914,JUDr. Štefan Novák,Okresný súd Banská Bystrica,2015,0,0,Trest,0,53,0,789,Trest,814,41,98.0,97.1,68,377,19,150,27.9,42.6,101,339,17.5,27,37,73.0,63.8,4.5,8.1,1.2,3.0,Trest,9,26.5,153.-167.
562,1308,JUDr. Štefan Ťažký,Okresný súd Kežmarok,2015,1,0,P,265,0,1526,1,P,1068,74,94.3,97.1,186,377,27,150,14.5,42.6,206,339,17,42,73,57.5,67.3,4.1,7.6,1.7,2.5,P,4.5,21.5,367.-389.
563,1322,JUDr. Štefan Tomáš,Okresný súd Žilina,2015,0,0,Trest,0,0,0,1511,Trest,1085,70,109.7,97.1,124,377,55,150,44.4,42.6,166,339,17.5,26,44,59.1,63.8,2.7,8.1,1.1,3.0,Trest,6,23.5,286.-303.
564,135,JUDr. Tatiana Buchvaldová,Mestský súd Bratislava III,2015,3,1,C,1853,0,0,0,C,1082,17,99.7,97.1,493,377,122,150,24.7,42.6,246,339,16,33,62,53.2,67.1,3.5,9.3,1.6,3.0,C,3,19,492.-506.
565,618,JUDr. Tatiana Kovácsová,Okresný súd Lučenec,2015,0,0,Trest,65,0,0,1752,Trest,1094,81,102.8,97.1,115,377,1,150,0.9,42.6,104,339,20,89,140,63.6,63.8,7.7,8.1,2.8,3.0,Trest,6,26,168.-193.
566,1014,JUDr. Tatiana Poláková,Mestský súd Bratislava IV,2015,4,0,C,2081,0,0,0,C,992,21,67.6,97.1,645,377,193,150,29.9,42.6,595,339,3.5,90,150,60.0,67.1,8.2,9.3,3.3,3.0,C,6,9.5,712.-715.
567,1018,JUDr. Tatiana Porubänová,Okresný súd Trenčín,2015,5,1,C,1252,0,22,0,C,977,14,98.3,97.1,363,377,115,150,31.7,42.6,258,339,14.5,67,113,59.3,67.1,8.0,9.3,3.2,3.0,C,6,20.5,417.-443.
568,3278,JUDr. Tatiana Redenkovičová,Mestský súd Bratislava IV,2015,4,2,C,1698,0,0,178,C,1020,27,95.6,97.1,467,377,156,150,33.4,42.6,310,339,14,115,153,75.2,67.1,9.6,9.3,2.4,3.0,C,10.5,24.5,238.-261.
569,806,JUDr. Terézia Mecelová,Okresný súd Piešťany,2015,3,3,C,1620,3,0,92,C,479,40,86.8,97.1,898,377,606,150,67.5,42.6,702,339,3.5,95,96,99.0,67.1,8.8,9.3,0.1,3.0,C,15,18.5,507.-524.
570,308,JUDr. Tibor Gál,Okresný súd Brezno,2015,0,0,C,2228,234,0,0,C,1085,31,38.5,97.1,360,377,96,150,26.7,42.6,654,339,4,52,86,60.5,67.1,7.5,9.3,3.0,3.0,C,6,10,708.-711.
571,1287,JUDr. Tibor Šulák,Okresný súd Komárno,2015,1,1,Trest,0,0,0,1013,Trest,1007,50,107.9,97.1,131,377,62,150,47.3,42.6,270,339,15,78,148,52.7,63.8,13.0,8.1,6.1,3.0,Trest,3,18,525.-541.
572,840,JUDr. Tomáš Michálek,Okresný súd Pezinok,2015,0,0,C,398,0,0,0,C,1187,3,14.8,97.1,207,377,136,150,65.7,42.6,2042,339,0.5,38,55,69.1,67.1,19.0,9.3,5.9,3.0,C,9,9.5,712.-715.
573,915,JUDr. Tomáš Novák,Okresný súd Prešov,2015,1,0,Cb,0,620,0,0,Cb,1088,28,39.5,97.1,329,377,102,150,31.0,42.6,1082,339,3.5,35,55,63.6,64.9,9.6,8.8,3.5,3.0,Cb,6,9.5,712.-715.
574,180,JUDr. Valéria Černegová,Mestský súd Bratislava V,2015,1,0,C,2690,0,0,0,C,1094,25,126.8,97.1,375,377,11,150,2.9,42.6,105,339,24,72,241,29.9,67.1,8.8,9.3,6.2,3.0,C,0,24,262.-285.
575,233,JUDr. Viera Dubovinská,Okresný súd Spišská Nová Ves,2015,0,0,C,1938,0,154,0,C,1023,26,113.7,97.1,463,377,253,150,54.6,42.6,255,339,16.5,68,142,47.9,67.1,7.3,9.3,3.8,3.0,C,1.5,18,525.-541.
576,362,JUDr. Viera Hadrbulcová,Mestský súd Bratislava I,2015,3,1,C,1304,0,0,0,C,1062,12,104.6,97.1,553,377,331,150,59.9,42.6,595,339,7,102,151,67.5,67.1,11.7,9.3,3.8,3.0,C,7.5,14.5,639.-649.
577,603,JUDr. Viera Koscelanská,Okresný súd Nitra,2015,0,0,C,490,0,0,0,C,1113,4,136.6,97.1,104,377,78,150,75.0,42.6,391,339,14,90,100,90.0,67.1,19.6,9.3,2.0,3.0,C,15,29,74.-90.
578,626,JUDr. Viera Kováčová,Okresný súd Košice II,2015,3,0,C,1804,0,0,0,C,1009,18,90.3,97.1,701,377,203,150,29.0,42.6,352,339,12.5,72,141,51.1,67.1,8.3,9.3,4.1,3.0,C,3,15.5,601.-622.
579,679,JUDr. Viera Kukučková,Mestský súd Bratislava III,2015,0,0,Cb,0,1278,0,0,Cb,1020,63,90.8,97.1,376,377,115,150,30.6,42.6,264,339,13.5,79,104,76.0,64.9,8.5,8.8,2.0,3.0,Cb,10.5,24,262.-285.
580,681,JUDr. Viera Kumová,Okresný súd Trenčín,2015,2,1,C,2020,0,30,0,C,1054,21,87.7,97.1,763,377,393,150,51.5,42.6,603,339,6,161,312,51.6,67.1,15.7,9.3,7.6,3.0,C,3,9,716.-721.
581,699,JUDr. Viera Kvetková,Okresný súd Rimavská Sobota,2015,0,0,C,1960,0,142,0,C,1071,25,110.5,97.1,575,377,28,150,4.9,42.6,339,339,17,109,131,83.2,67.1,6.3,9.3,1.1,3.0,C,12,29,74.-90.
582,711,JUDr. Viera Lamprechtová,Mestský súd Bratislava III,2015,1,0,C,1856,0,0,0,C,1012,18,97.3,97.1,556,377,146,150,26.3,42.6,284,339,15,66,106,62.3,67.1,5.8,9.3,2.2,3.0,C,6,21,390.-416.
583,925,JUDr. Viera Obermanová,Okresný súd Košice II,2015,1,0,C,1852,0,0,0,C,980,19,74.2,97.1,817,377,266,150,32.6,42.6,498,339,6.5,55,96,57.3,67.1,6.3,9.3,2.7,3.0,C,4.5,11,699.-705.
584,1106,JUDr. Viera Sandtnerová,Mestský súd Bratislava V,2015,2,2,C,2283,0,0,0,C,916,25,96.9,97.1,751,377,326,150,43.4,42.6,520,339,9.5,148,193,76.7,67.1,9.0,9.3,2.1,3.0,C,10.5,20,444.-466.
585,1133,JUDr. Viera Sládečková,Mestský súd Bratislava III,2015,3,1,C,1843,0,0,0,C,1104,17,107.8,97.1,582,377,172,150,29.6,42.6,269,339,16.5,78,130,60.0,67.1,7.5,9.3,3.0,3.0,C,6,22.5,324.-344.
586,1136,JUDr. Viera Sláviková,Okresný súd Senica,2015,0,0,C,1449,80,460,0,C,1030,40,103.4,97.1,368,377,98,150,26.6,42.6,193,339,18,72,114,63.2,67.1,5.8,9.3,2.1,3.0,C,6,24,262.-285.
587,1198,JUDr. Vincent Svoboda,Okresný súd Michalovce,2015,1,0,Cb,0,934,216,0,Cb,1078,53,115.4,97.1,230,377,98,150,42.6,42.6,197,339,18.5,67,88,76.1,64.9,6.9,8.8,1.7,3.0,Cb,10.5,29,74.-90.
588,134,JUDr. Vladimír Buchvald,Mestský súd Bratislava II ,2015,0,0,Trest,0,0,0,2544,Trest,1168,109,106.4,97.1,197,377,70,150,35.5,42.6,100,339,18,136,219,62.1,63.8,7.9,8.1,3.0,3.0,Trest,6,24,262.-285.
589,182,JUDr. Vladimír Červeňák,Okresný súd Michalovce,2015,0,0,C,1280,0,497,0,C,951,40,93.3,97.1,475,377,176,150,37.1,42.6,313,339,12,50,97,51.5,67.1,5.8,9.3,2.8,3.0,C,3,15,623.-638.
590,221,JUDr. Vladimír Donič,Okresný súd Humenné,2015,0,0,C,1413,0,949,0,C,1114,55,85.5,97.1,531,377,164,150,30.9,42.6,306,339,12.5,72,139,51.8,67.1,6.4,9.3,3.1,3.0,C,3,15.5,601.-622.
591,429,JUDr. Vladimír Hric,Okresný súd Poprad,2015,0,0,Trest,0,0,0,1633,Trest,1075,76,100.3,97.1,86,377,48,150,55.8,42.6,101,339,16.5,66,105,62.9,63.8,6.2,8.1,2.3,3.0,Trest,6,22.5,324.-344.
592,631,JUDr. Vladimír Kozáčik,Okresný súd Žilina,2015,0,0,C,1783,0,0,0,C,1053,17,121.2,97.1,472,377,193,150,40.9,42.6,367,339,15.5,175,240,72.9,67.1,13.8,9.3,3.7,3.0,C,9,24.5,238.-261.
593,1163,JUDr. Vladimír Sopúch,Okresný súd Nitra,2015,1,0,Trest,0,0,0,1362,Trest,1024,67,105.4,97.1,143,377,86,150,60.1,42.6,158,339,15,38,74,51.4,63.8,4.9,8.1,2.4,3.0,Trest,3,18,525.-541.
594,2424,JUDr. Vladimír Tamaškovič,Okresný súd Nové Zámky,2015,0,0,Trest,0,0,0,728,Trest,496,44,106.2,97.1,71,377,21,150,29.6,42.6,76,339,19.5,43,52,82.7,63.8,7.1,8.1,1.2,3.0,Trest,12,31.5,31.-40.
595,1330,JUDr. Vladimír Topoľančík,Okresný súd Ružomberok,2015,0,0,C,955,98,542,0,C,1084,38,86.9,97.1,123,377,11,150,8.9,42.6,143,339,17,101,133,75.9,67.1,8.4,9.3,2.0,3.0,C,10.5,27.5,119.-133.
596,1397,JUDr. Vladimír Varga,Okresný súd Humenné,2015,0,0,Trest,1266,0,0,1368,Trest,1082,88,94.0,97.1,138,377,62,150,44.9,42.6,160,339,15.5,72,133,54.1,63.8,6.2,8.1,2.8,3.0,Trest,4.5,20,444.-466.
597,1141,JUDr. Vladimíra Slobodová,Okresný súd Skalica,2015,5,5,C,2473,121,528,18,C,1028,63,95.3,97.1,658,377,128,150,19.5,42.6,278,339,15.5,149,233,63.9,67.1,8.8,9.3,3.2,3.0,C,7.5,23,304.-323.
598,1384,JUDr. Vlastimil Valkovič,Okresný súd Topoľčany,2015,0,0,P,168,0,1551,0,P,1047,76,100.0,97.1,92,377,31,150,33.7,42.6,81,339,18,60,96,62.5,67.3,5.6,7.6,2.1,2.5,P,6,24,262.-285.
599,1233,JUDr. Vojtech Ševčík,Okresný súd Žiar nad Hronom,2015,0,0,C,1152,575,541,0,0,993,68,67.4,97.1,788,377,337,150,42.8,42.6,597,339,2.5,112,204,54.9,66.3,11.1,8.8,5.0,2.9,0,4.5,7,730.
600,563,JUDr. Zdenka Kleimanová,Mestský súd Bratislava V,2015,2,2,C,2020,0,0,0,C,1069,19,79.1,97.1,682,377,97,150,14.2,42.6,423,339,10,71,109,65.1,67.1,6.0,9.3,2.1,3.0,C,7.5,17.5,542.-556.
601,797,JUDr. Zdenka Mattielighová,Mestský súd Bratislava III,2015,0,0,P,0,0,2075,0,P,1122,92,96.0,97.1,338,377,45,150,13.3,42.6,259,339,16,128,179,71.5,67.3,9.1,7.6,2.6,2.5,P,9,25,214.-237.
602,1323,JUDr. Zdenka Tomášková,Okresný súd Bardejov,2015,0,0,Trest,0,0,223,1257,Trest,1084,68,86.0,97.1,131,377,29,150,22.1,42.6,139,339,16,39,106,36.8,63.8,6.9,8.1,4.3,3.0,Trest,0,16,591.-600.
603,174,JUDr. Zdenko Čaniga,Okresný súd Pezinok,2015,1,0,Trest,2,0,0,1991,Trest,1087,110,124.8,97.1,103,377,34,150,33.0,42.6,146,339,20.5,83,173,48.0,63.8,9.3,8.1,4.8,3.0,Trest,1.5,22,345.-366.
604,1296,JUDr. Zdenko Švárny,Okresný súd Michalovce,2015,1,1,C,1390,2,176,0,C,1033,22,108.0,97.1,356,377,133,150,37.4,42.6,204,339,17,55,140,39.3,67.1,8.8,9.3,5.3,3.0,C,0,17,557.-575.
605,886,JUDr. Zlata Mrázova,Mestský súd Bratislava II ,2015,2,1,C,1463,0,0,0,C,932,16,81.4,97.1,432,377,179,150,41.4,42.6,692,339,5.5,77,119,64.7,67.1,8.2,9.3,2.9,3.0,C,7.5,13,668.-676.
606,118,JUDr. Zoltán Boros,Okresný súd Rimavská Sobota,2015,0,0,Cb,11,531,0,0,Cb,1086,25,86.4,97.1,92,377,1,150,1.1,42.6,151,339,16,27,34,79.4,64.9,6.3,8.8,1.3,3.0,Cb,12,28,107.-118.
607,39,JUDr. Zuzana Bálintová,Okresný súd Zvolen,2015,1,0,C,1155,144,425,0,C,843,47,113.2,97.1,526,377,143,150,27.2,42.6,701,339,12,74,130,56.9,67.1,8.1,9.3,3.5,3.0,C,4.5,16.5,576.-590.
608,100,JUDr. Zuzana Biščáková,Okresný súd Prešov,2015,0,0,Trest,0,0,1026,1135,Trest,1071,101,80.1,97.1,333,377,63,150,18.9,42.6,280,339,12.5,151,230,65.7,63.8,11.1,8.1,3.8,3.0,Trest,7.5,20,444.-466.
609,223,JUDr. Zuzana Doricová,Mestský súd Bratislava I,2015,0,0,C,1317,0,0,0,C,1098,12,91.9,97.1,483,377,257,150,53.2,42.6,578,339,6.5,115,160,71.9,67.1,12.4,9.3,3.5,3.0,C,9,15.5,601.-622.
610,307,JUDr. Zuzana Gajerová,Okresný súd Pezinok,2015,1,0,C,884,7,791,0,C,1088,45,111.3,97.1,332,377,89,150,26.8,42.6,361,339,16,122,240,50.8,67.1,12.5,9.3,6.1,3.0,C,3,19,492.-506.
611,599,JUDr. Zuzana Korčeková,Mestský súd Bratislava II ,2015,0,0,C,1709,0,0,0,C,1157,15,133.3,97.1,257,377,123,150,47.9,42.6,152,339,20,93,113,82.3,67.1,6.0,9.3,1.1,3.0,C,12,32,22.-30.
612,674,JUDr. Zuzana Kučerová,Mestský súd Bratislava I,2015,0,0,C,1143,0,0,0,C,815,14,101.1,97.1,374,377,217,150,58.0,42.6,369,339,11,87,113,77.0,67.1,9.7,9.3,2.2,3.0,C,10.5,21.5,367.-389.
613,677,JUDr. Zuzana Kudlovská,Mestský Súd Košice,2015,2,0,C,1533,0,80,0,C,619,30,94.5,97.1,534,377,199,150,37.3,42.6,389,339,12,41,57,71.9,67.1,4.5,9.3,1.3,3.0,C,9,21,390.-416.
614,734,JUDr. Zuzana Lohnertová,Mestský súd Bratislava III,2015,0,0,P,1,0,1846,0,P,1061,87,100.0,97.1,320,377,43,150,13.4,42.6,258,339,16,154,202,76.2,67.3,11.9,7.6,2.8,2.5,P,10.5,26.5,153.-167.
615,846,JUDr. Zuzana Miklošová,Okresný súd Trebišov,2015,0,0,P,237,24,1777,0,P,1098,84,65.8,97.1,387,377,84,150,21.7,42.6,367,339,9,54,82,65.9,67.3,4.3,7.6,1.5,2.5,P,7.5,16.5,576.-590.
616,884,JUDr. Zuzana Moťovská Dobošová,Mestský súd Bratislava I,2015,0,0,Cb,0,962,0,0,Cb,1045,46,116.7,97.1,459,377,270,150,58.8,42.6,687,339,9,85,141,60.3,64.9,11.3,8.8,4.5,3.0,Cb,6,15,623.-638.
617,991,JUDr. Zuzana Pilátová,Okresný súd Žilina,2015,0,0,Trest,0,0,0,1461,Trest,984,74,115.0,97.1,71,377,35,150,49.3,42.6,89,339,20,47,64,73.4,63.8,4.1,8.1,1.1,3.0,Trest,9,29,74.-90.
618,1597,JUDr. Zuzana Pribulová,Okresný súd Trnava,2015,1,1,C,1024,0,194,0,C,340,42,90.9,97.1,501,377,107,150,21.4,42.6,268,339,14,74,85,87.1,67.1,9.4,9.3,1.2,3.0,C,13.5,27.5,119.-133.
619,1075,JUDr. Zuzana Rigáňová,Mestský súd Bratislava IV,2015,4,3,C,2073,0,0,0,C,1022,20,74.3,97.1,631,377,132,150,20.9,42.6,481,339,7.5,109,184,59.2,67.1,11.4,9.3,4.6,3.0,C,6,13.5,663.-667.
620,1125,JUDr. Zuzana Singerová,Okresný súd Galanta,2015,0,0,0,617,63,629,0,P,371,73,71.3,97.1,498,377,121,150,24.3,42.6,296,339,11,32,58,55.2,67.3,6.3,7.6,2.8,2.5,P,4.5,15.5,601.-622.
621,1179,JUDr. Zuzana Stolárová,Mestský Súd Košice,2015,1,0,C,2144,0,1,0,C,1062,20,99.8,97.1,408,377,170,150,41.7,42.6,284,339,13.5,99,130,76.2,67.1,6.1,9.3,1.5,3.0,C,10.5,24,262.-285.
622,1367,Mgr. Adela Unčovská,Mestský súd Bratislava I,2015,3,2,C,1301,0,0,0,C,1000,13,86.1,97.1,574,377,322,150,56.1,42.6,751,339,4.5,150,197,76.1,67.1,14.8,9.3,3.5,3.0,C,10.5,15,623.-638.
623,211,Mgr. Adriana Dobiášová,Okresný súd Nitra,2015,0,0,P,0,0,1935,0,P,1018,95,84.4,97.1,231,377,151,150,65.4,42.6,259,339,9.5,98,123,79.7,67.3,6.3,7.6,1.3,2.5,P,12,21.5,367.-389.
624,366,Mgr. Adriana Halajová,Okresný súd Nitra,2015,0,0,C,1986,0,0,0,C,1042,19,87.6,97.1,634,377,205,150,32.3,42.6,368,339,11.5,233,286,81.5,67.1,15.1,9.3,2.8,3.0,C,12,23.5,286.-303.
625,2502,Mgr. Adriana Šimková,Okresný súd Malacky,2015,0,0,P,13,0,533,399,P,354,53,111.3,97.1,237,377,109,150,46.0,42.6,205,339,16,27,33,81.8,67.3,4.6,7.6,0.8,2.5,P,12,28,107.-118.
626,172,Mgr. Alena Čakváriová,Mestský súd Bratislava II ,2015,0,0,P,1,0,1695,0,P,1050,81,97.7,97.1,261,377,136,150,52.1,42.6,316,339,11.5,91,149,61.1,67.3,9.1,7.6,3.5,2.5,P,6,17.5,542.-556.
627,962,Mgr. Alena Paveleková,Okresný súd Prešov,2015,0,0,C,2113,0,0,0,C,1062,20,95.4,97.1,582,377,216,150,37.1,42.6,383,339,12,202,266,75.9,67.1,14.0,9.3,3.4,3.0,C,10.5,22.5,324.-344.
628,938,Mgr. Alexandra Osadská,Okresný súd Nitra,2015,1,0,Trest,0,0,0,877,Trest,1011,43,109.4,97.1,66,377,24,150,36.4,42.6,122,339,19,30,56,53.6,63.8,5.6,8.1,2.6,3.0,Trest,4.5,23.5,286.-303.
629,1493,Mgr. Alica Žingorová,Okresný súd Rimavská Sobota,2015,1,0,C,1180,0,734,0,C,1095,44,112.4,97.1,418,377,40,150,9.6,42.6,244,339,19,123,152,80.9,67.1,7.7,9.3,1.5,3.0,C,12,31,41.-47.
630,361,Mgr. Andrea Hadnagyová,Okresný súd Piešťany,2015,7,5,C,1803,3,563,0,C,919,50,83.0,97.1,920,377,631,150,68.6,42.6,819,339,3.5,74,120,61.7,67.1,6.9,9.3,2.6,3.0,C,6,9.5,712.-715.
631,669,Mgr. Andrea Kubjatková,Okresný súd Čadca,2015,17,6,C,1686,154,595,0,C,1056,51,117.4,97.1,573,377,253,150,44.2,42.6,326,339,15.5,152,224,67.9,67.1,9.0,9.3,2.9,3.0,C,7.5,23,304.-323.
632,1324,Mgr. Andrea Tomašovičová,Okresný súd Trnava,2015,4,2,C,1728,0,247,0,C,911,33,54.4,97.1,736,377,218,150,29.6,42.6,647,339,3.5,107,150,71.3,67.1,10.2,9.3,2.9,3.0,C,9,12.5,677.-688.
633,547,Mgr. Andrej Kekely,Okresný súd Žilina,2015,11,7,C,2026,0,0,0,C,1103,18,104.8,97.1,555,377,224,150,40.4,42.6,334,339,13.5,195,239,81.6,67.1,11.8,9.3,2.2,3.0,C,12,25.5,194.-213.
634,659,Mgr. Anna Križáková,Mestský súd Bratislava V,2015,0,0,C,1696,0,1384,0,C,1087,79,67.4,97.1,795,377,368,150,46.3,42.6,383,339,6,90,126,71.4,67.1,5.3,9.3,1.5,3.0,C,9,15,623.-638.
635,661,Mgr. Anna Križanová,Okresný súd Nové Zámky,2015,0,0,Cb,33,1458,148,0,Cb,1041,77,103.1,97.1,166,377,37,150,22.3,42.6,141,339,19,71,115,61.7,64.9,6.6,8.8,2.5,3.0,Cb,6,25,214.-237.
636,1692,Mgr. Anna Monoková,Okresný súd Vranov nad Topľou,2015,0,0,C,854,172,0,235,C,481,43,120.6,97.1,293,377,97,150,33.1,42.6,166,339,20.5,48,54,88.9,67.1,4.6,9.3,0.5,3.0,C,13.5,34,9.-12.
637,436,Mgr. Bohuš Hruška,Okresný súd Zvolen,2015,0,0,C,1416,299,225,0,C,1073,38,97.1,97.1,519,377,205,150,39.5,42.6,357,339,13,45,96,46.9,67.1,5.2,9.3,2.7,3.0,C,1.5,14.5,639.-649.
638,1151,Mgr. Dagmar Snopeková,Okresný súd Topoľčany,2015,0,0,C,2300,39,44,0,C,1105,25,91.0,97.1,336,377,184,150,54.8,42.6,206,339,12.5,204,301,67.8,67.1,13.0,9.3,4.2,3.0,C,7.5,20,444.-466.
639,2558,Mgr. Dalibor Miľan,Okresný súd Zvolen,2015,1,1,C,1568,178,181,0,C,1053,32,99.7,97.1,591,377,259,150,43.8,42.6,376,339,11.5,117,236,49.6,67.1,12.4,9.3,6.2,3.0,C,3,14.5,639.-649.
640,592,Mgr. Daniel Koneracký,Okresný súd Žiar nad Hronom,2015,0,0,C,713,119,216,312,0,613,43,69.6,97.1,540,377,82,150,15.2,42.6,354,339,10.5,56,72,77.8,66.3,6.9,8.8,1.5,2.9,0,10.5,21,390.-416.
641,990,Mgr. Daniela Pilarčíková,Okresný súd Námestovo,2015,2,2,Trest,279,0,206,919,Trest,1072,55,74.2,97.1,261,377,66,150,25.3,42.6,219,339,12,99,165,60.0,63.8,11.5,8.1,4.6,3.0,Trest,6,18,525.-541.
642,1043,Mgr. Daniela Pristášová,Okresný súd Michalovce,2015,0,0,C,1588,1,0,0,C,1071,15,110.1,97.1,479,377,214,150,44.7,42.6,268,339,15.5,119,152,78.3,67.1,9.9,9.3,2.1,3.0,C,10.5,26,168.-193.
643,754,Mgr. Danka Majdáková,Okresný súd Stará Ľubovňa,2015,0,0,C,1068,10,446,144,C,803,43,113.6,97.1,298,377,126,150,42.3,42.6,250,339,17.5,223,256,87.1,67.1,14.7,9.3,1.9,3.0,C,13.5,31,41.-47.
644,818,Mgr. Denisa Mesárošová,Okresný súd Nitra,2015,4,0,C,1231,0,685,0,C,999,47,70.5,97.1,735,377,167,150,22.7,42.6,531,339,7,69,124,55.6,67.1,6.8,9.3,3.0,3.0,C,4.5,11.5,692.-698.
645,458,Mgr. Dušan Chamula,Okresný súd Žilina,2015,22,13,C,2048,0,0,0,C,1136,18,92.7,97.1,905,377,492,150,54.4,42.6,616,339,5.5,107,180,59.4,67.1,10.1,9.3,4.1,3.0,C,6,11.5,692.-698.
646,216,Mgr. Erika Dodulíková,Okresný súd Čadca,2015,0,0,Trest,0,0,0,1163,Trest,1076,54,115.7,97.1,143,377,79,150,55.2,42.6,215,339,16.5,60,105,57.1,63.8,8.1,8.1,3.5,3.0,Trest,4.5,21,390.-416.
647,1206,Mgr. Erika Szalaiová,Okresný súd Dunajská Streda,2015,1,0,C,2421,0,547,0,C,1067,48,79.6,97.1,914,377,426,150,46.6,42.6,613,339,4,103,153,67.3,67.1,6.9,9.3,2.3,3.0,C,7.5,11.5,692.-698.
648,2540,Mgr. Eva Jombíková,Okresný súd Zvolen,2015,0,0,P,0,0,2373,0,P,1050,113,94.8,97.1,270,377,76,150,28.1,42.6,233,339,15.5,102,137,74.5,67.3,5.8,7.6,1.5,2.5,P,10.5,26,168.-193.
649,775,Mgr. Eva Marčeková,Okresný súd Martin,2015,1,0,P,0,0,1766,0,P,924,96,62.7,97.1,376,377,152,150,40.4,42.6,516,339,4.5,99,190,52.1,67.3,11.8,7.6,5.6,2.5,P,3,7.5,728.-729.
650,1185,Mgr. Eva Strašková,Okresný súd Veľký Krtíš,2015,0,0,Trest,1,0,0,1052,Trest,992,53,107.6,97.1,63,377,28,150,44.4,42.6,116,339,18.5,164,281,58.4,63.8,25.8,8.1,10.8,3.0,Trest,4.5,23,304.-323.
651,1192,Mgr. Eva Suchová,Mestský súd Bratislava IV,2015,0,0,P,0,0,1646,0,P,1089,76,98.4,97.1,235,377,87,150,37.0,42.6,232,339,15,179,244,73.4,67.3,15.1,7.6,4.0,2.5,P,9,24,262.-285.
652,294,Mgr. Gabriel Frankovič,Okresný súd Košice II,2015,11,1,Cb,0,962,0,0,Cb,686,70,89.0,97.1,563,377,428,150,76.0,42.6,819,339,4,23,60,38.3,64.9,8.0,8.8,4.9,3.0,Cb,0,4,738.
653,963,Mgr. Gizela Pavelová,Mestský Súd Košice,2015,4,0,P,186,0,1324,0,P,1013,67,128.1,97.1,154,377,94,150,61.0,42.6,224,339,18,78,176,44.3,67.3,11.7,7.6,6.5,2.5,P,1.5,19.5,467.-491.
654,1176,Mgr. Ingrid Steinsdorferová,Okresný súd Banská Bystrica,2015,0,0,P,0,0,1845,0,P,1039,89,92.6,97.1,140,377,31,150,22.1,42.6,157,339,16,140,176,79.5,67.3,9.8,7.6,2.0,2.5,P,12,28,107.-118.
655,8,Mgr. Ivan Antal,Okresný súd Rimavská Sobota,2015,0,0,Trest,3,0,307,1553,Trest,1104,84,95.1,97.1,200,377,70,150,35.0,42.6,187,339,16,82,123,66.7,63.8,6.8,8.1,2.3,3.0,Trest,7.5,23.5,286.-303.
656,240,Mgr. Ivana Dufalová,Mestský súd Bratislava III,2015,1,0,Cb,0,1283,0,0,Cb,1042,62,81.1,97.1,383,377,126,150,32.9,42.6,299,339,11.5,75,95,78.9,64.9,8.2,8.8,1.7,3.0,Cb,10.5,22,345.-366.
657,376,Mgr. Ivana Hanuščaková,Okresný súd Bardejov,2015,1,1,C,1909,1,452,1,C,958,44,62.9,97.1,836,377,319,150,38.2,42.6,608,339,3,133,206,64.6,67.1,10.1,9.3,3.6,3.0,C,7.5,10.5,706.-707.
658,398,Mgr. Ivana Heinrichová,Okresný súd Nitra,2015,1,0,C,1968,0,0,0,C,1016,19,86.8,97.1,539,377,123,150,22.8,42.6,319,339,12,242,308,78.6,67.1,16.3,9.3,3.5,3.0,C,10.5,22.5,324.-344.
